county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
BROWN,City of GREEN BAY,City of GREEN BAY Ward 30,Congressional - District 8,State Senate - District 30,Assembly - District 90,262,585,33,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 31,Congressional - District 8,State Senate - District 30,Assembly - District 90,363,486,29,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 32,Congressional - District 8,State Senate - District 30,Assembly - District 90,331,387,18,1,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 33,Congressional - District 8,State Senate - District 30,Assembly - District 90,231,281,11,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 34,Congressional - District 8,State Senate - District 2,Assembly - District 4,518,496,23,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 35,Congressional - District 8,State Senate - District 2,Assembly - District 4,382,326,21,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 36,Congressional - District 8,State Senate - District 30,Assembly - District 90,147,244,12,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 37,Congressional - District 8,State Senate - District 30,Assembly - District 90,327,378,23,1,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 38,Congressional - District 8,State Senate - District 30,Assembly - District 90,389,554,24,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 39,Congressional - District 8,State Senate - District 30,Assembly - District 90,480,563,25,1,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 40,Congressional - District 8,State Senate - District 30,Assembly - District 90,335,382,21,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 41,Congressional - District 8,State Senate - District 2,Assembly - District 4,209,207,7,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 42,Congressional - District 8,State Senate - District 30,Assembly - District 90,239,328,13,1,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 43,Congressional - District 8,State Senate - District 2,Assembly - District 4,476,505,16,2,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 44,Congressional - District 8,State Senate - District 2,Assembly - District 4,698,659,19,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 45,Congressional - District 8,State Senate - District 2,Assembly - District 4,934,657,11,1,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 46,Congressional - District 8,State Senate - District 2,Assembly - District 4,478,665,40,0,attorney general
BROWN,City of GREEN BAY,City of GREEN BAY Ward 47,Congressional - District 8,State Senate - District 2,Assembly - District 4,741,620,27,2,attorney general
BUFFALO,Town of ALMA,Town of ALMA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,61,79,5,0,attorney general
BUFFALO,Town of BELVIDERE,Town of BELVIDERE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,134,78,4,0,attorney general
BUFFALO,Town of BUFFALO,Town of BUFFALO Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,186,150,15,0,attorney general
BUFFALO,Town of CANTON,Town of CANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,74,53,4,0,attorney general
BUFFALO,Town of CROSS,Town of CROSS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,106,59,5,0,attorney general
BUFFALO,Town of DOVER,Town of DOVER Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,94,77,2,0,attorney general
BUFFALO,Town of GILMANTON,Town of GILMANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,101,62,2,0,attorney general
BUFFALO,Town of GLENCOE,Town of GLENCOE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,151,51,4,0,attorney general
BUFFALO,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,69,35,3,0,attorney general
BUFFALO,Town of MAXVILLE,Town of MAXVILLE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 93,104,38,0,0,attorney general
BUFFALO,Town of MILTON,Town of MILTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,147,110,9,0,attorney general
BUFFALO,Town of MODENA,Town of MODENA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,77,71,1,0,attorney general
BUFFALO,Town of MONDOVI,Town of MONDOVI Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,105,72,9,0,attorney general
BUFFALO,Town of MONTANA,Town of MONTANA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,92,24,3,0,attorney general
BUFFALO,Town of NAPLES,Town of NAPLES Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,202,111,7,0,attorney general
BUFFALO,Town of NELSON,Town of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,160,100,6,0,attorney general
BUFFALO,Town of WAUMANDEE,Town of WAUMANDEE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,162,79,5,0,attorney general
BUFFALO,Village of COCHRANE,Village of COCHRANE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,88,72,3,0,attorney general
BUFFALO,Village of NELSON,Village of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,61,61,5,0,attorney general
BUFFALO,City of ALMA,City of ALMA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,178,170,13,0,attorney general
BUFFALO,City of BUFFALO CITY,City of BUFFALO CITY Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,265,218,12,0,attorney general
BUFFALO,City of FOUNTAIN CITY,City of FOUNTAIN CITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,189,167,9,0,attorney general
BUFFALO,City of MONDOVI,City of MONDOVI Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,516,425,32,1,attorney general
BURNETT,Town of ANDERSON,Town of ANDERSON Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,119,51,3,0,attorney general
BURNETT,Town of BLAINE,Town of BLAINE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,56,36,2,0,attorney general
BURNETT,Town of DANIELS,Town of DANIELS Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,203,104,9,0,attorney general
BURNETT,Town of DEWEY,Town of DEWEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,145,75,5,0,attorney general
BURNETT,Town of GRANTSBURG,Town of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,319,156,17,0,attorney general
BURNETT,Town of JACKSON,Town of JACKSON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,258,240,16,0,attorney general
BURNETT,Town of LA FOLLETTE,Town of LA FOLLETTE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,129,115,5,0,attorney general
BURNETT,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,106,38,5,0,attorney general
BURNETT,Town of MEENON,Town of MEENON Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,298,175,13,0,attorney general
BURNETT,Town of OAKLAND,Town of OAKLAND Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,278,225,7,0,attorney general
BURNETT,Town of ROOSEVELT,Town of ROOSEVELT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,57,36,1,0,attorney general
BURNETT,Town of RUSK,Town of RUSK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,124,70,3,0,attorney general
BURNETT,Town of SAND LAKE,Town of SAND LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,125,120,13,0,attorney general
BURNETT,Town of SCOTT,Town of SCOTT Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,213,175,5,0,attorney general
BURNETT,Town of SIREN,Town of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,291,159,15,0,attorney general
BURNETT,Town of SWISS,Town of SWISS Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,161,179,7,0,attorney general
BURNETT,Town of TRADE LAKE,Town of TRADE LAKE Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,278,158,10,0,attorney general
BURNETT,Town of UNION,Town of UNION Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,107,77,3,0,attorney general
BURNETT,Town of WEBB LAKE,Town of WEBB LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,136,103,7,0,attorney general
BURNETT,Town of WEST MARSHLAND,Town of WEST MARSHLAND Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,118,42,7,0,attorney general
BURNETT,Town of WOOD RIVER,Town of WOOD RIVER Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,314,122,14,0,attorney general
BURNETT,Village of GRANTSBURG,Village of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,305,158,18,0,attorney general
BURNETT,Village of SIREN,Village of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,186,119,14,0,attorney general
BURNETT,Village of WEBSTER,Village of WEBSTER Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,140,102,9,0,attorney general
CALUMET,Town of BRILLION,Town of BRILLION Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 3,513,182,13,0,attorney general
CALUMET,Town of BROTHERTOWN,Town of BROTHERTOWN Wards 1-2,Congressional - District 8,State Senate - District 20,Assembly - District 59,466,152,8,0,attorney general
CALUMET,Town of CHARLESTOWN,Town of CHARLESTOWN Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,273,114,9,0,attorney general
CALUMET,Town of CHILTON,Town of CHILTON Wards 1-3,Congressional - District 8,State Senate - District 9,Assembly - District 25,393,139,10,0,attorney general
CALUMET,Town of HARRISON,Town of HARRISON Ward 10,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,attorney general
CALUMET,Town of NEW HOLSTEIN,Town of NEW HOLSTEIN Wards 1-3,Congressional - District 8,State Senate - District 20,Assembly - District 59,499,215,10,0,attorney general
CALUMET,Town of RANTOUL,Town of RANTOUL Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,265,89,2,0,attorney general
CALUMET,Town of STOCKBRIDGE,Town of STOCKBRIDGE Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 3,529,238,12,0,attorney general
CALUMET,Town of WOODVILLE,Town of WOODVILLE Ward 1,Congressional - District 8,State Senate - District 1,Assembly - District 3,323,121,7,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Wards 3-4,Congressional - District 8,State Senate - District 1,Assembly - District 3,577,384,13,0,attorney general
CALUMET,Village of HARRISON,"Village of HARRISON Wards 5-6,10",Congressional - District 8,State Senate - District 1,Assembly - District 3,621,431,12,0,attorney general
CALUMET,Village of HARRISON,"Village of HARRISON Wards 7-9,14",Congressional - District 8,State Senate - District 1,Assembly - District 3,631,391,13,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Wards 11-13,Congressional - District 8,State Senate - District 1,Assembly - District 3,900,590,24,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Ward 15,Congressional - District 8,State Senate - District 1,Assembly - District 3,115,45,3,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Ward 16,Congressional - District 8,State Senate - District 1,Assembly - District 3,182,94,4,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Ward 17,Congressional - District 8,State Senate - District 1,Assembly - District 3,35,43,0,0,attorney general
CALUMET,Village of HARRISON,Village of HARRISON Ward 18,Congressional - District 8,State Senate - District 1,Assembly - District 3,268,218,7,0,attorney general
CALUMET,Village of HILBERT,Village of HILBERT Wards 1-2,Congressional - District 8,State Senate - District 9,Assembly - District 25,330,115,10,0,attorney general
CALUMET,Village of HILBERT,Village of HILBERT Ward 3,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,attorney general
CALUMET,Village of POTTER,Village of POTTER Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,96,25,4,0,attorney general
CALUMET,Village of SHERWOOD,Village of SHERWOOD Wards 1-5,Congressional - District 8,State Senate - District 1,Assembly - District 3,1042,652,23,0,attorney general
CALUMET,Village of STOCKBRIDGE,Village of STOCKBRIDGE Ward 1,Congressional - District 8,State Senate - District 1,Assembly - District 3,211,109,3,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 12,Congressional - District 8,State Senate - District 1,Assembly - District 3,161,159,7,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 13,Congressional - District 8,State Senate - District 1,Assembly - District 3,362,412,23,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 14,Congressional - District 8,State Senate - District 1,Assembly - District 3,365,364,9,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 26,Congressional - District 8,State Senate - District 1,Assembly - District 3,446,442,24,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 44,Congressional - District 8,State Senate - District 1,Assembly - District 3,427,463,29,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 45,Congressional - District 8,State Senate - District 1,Assembly - District 3,590,565,12,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 46,Congressional - District 8,State Senate - District 1,Assembly - District 3,50,48,1,0,attorney general
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 47,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,attorney general
CALUMET,City of BRILLION,City of BRILLION Wards 1-4,Congressional - District 8,State Senate - District 1,Assembly - District 3,829,468,20,0,attorney general
